"Host.IpAddress";"Host.Fqdn";"SoftName";"SoftVersion";"SoftVulner";"CVE";"SeverityRating"
"10.104.103.34";"PC-04-304-01.utmn.ru";"7-Zip";"26.01";"Уязвимость BDU:2025-01793";"";"medium"
"10.104.103.34";"PC-04-304-01.utmn.ru";"7-Zip";"26.01";"Уязвимость CVE-2026-48101";"CVE-2026-48101";"medium"
"10.104.103.34";"PC-04-304-01.utmn.ru";"7-Zip";"26.01";"Уязвимость CVE-2026-48102";"CVE-2026-48102";"low"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Adobe Acrobat";"10.0.2";"Неподдерживаемая версия";"";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Adobe Reader";"11.0.17";"Неподдерживаемая версия";"";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Firefox";"151.0.3";"";"";""
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Запись за пределами границ";"CVE-2024-0517";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Запись за пределами границ";"CVE-2024-3157";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Запись за пределами границ";"CVE-2024-4761";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Запись за пределами границ";"CVE-2024-5499";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Использование после освобождения";"CVE-2024-0806";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Использование после освобождения";"CVE-2024-0807";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Использование после освобождения";"CVE-2024-0813";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Использование после освобождения";"CVE-2024-1059";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Использование после освобождения";"CVE-2024-1060";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Использование после освобождения";"CVE-2024-1077";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Использование после освобождения";"CVE-2024-1670";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Использование после освобождения";"CVE-2024-1673";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Использование после освобождения";"CVE-2024-2176";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Использование после освобождения";"CVE-2024-2627";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Использование после освобождения";"CVE-2024-2883";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Использование после освобождения";"CVE-2024-2885";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Использование после освобождения";"CVE-2024-2886";"medium"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Использование после освобождения";"CVE-2024-3158";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Использование после освобождения";"CVE-2024-3168";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Использование после освобождения";"CVE-2024-3169";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Использование после освобождения";"CVE-2024-3171";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Использование после освобождения";"CVE-2024-3515";"medium"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Использование после освобождения";"CVE-2024-3914";"medium"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Использование после освобождения";"CVE-2024-4060";"medium"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Использование после освобождения";"CVE-2024-4331";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Использование после освобождения";"CVE-2024-4368";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Использование после освобождения";"CVE-2024-4671";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Использование после освобождения";"CVE-2024-4948";"medium"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Использование после освобождения";"CVE-2024-5157";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Использование после освобождения";"CVE-2024-5494";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Использование после освобождения";"CVE-2024-5495";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Использование после освобождения";"CVE-2024-5496";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Использование после освобождения";"CVE-2024-5831";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Использование после освобождения";"CVE-2024-5832";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Использование после освобождения";"CVE-2024-5841";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Использование после освобождения";"CVE-2024-5842";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Использование после освобождения";"CVE-2024-5845";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Использование после освобождения";"CVE-2024-5846";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Использование после освобождения";"CVE-2024-5847";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Использование после освобождения";"CVE-2024-6103";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Использование после освобождения";"CVE-2024-6290";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Использование после освобождения";"CVE-2024-6291";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Использование после освобождения";"CVE-2024-6292";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Использование после освобождения";"CVE-2024-6293";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Использование после освобождения";"CVE-2024-6775";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Использование после освобождения";"CVE-2024-6777";"medium"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Некорректная работа интерфейса безопасности";"CVE-2024-0814";"medium"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Некорректная реализация";"CVE-2024-0809";"low"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Некорректная реализация";"CVE-2024-0811";"low"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Некорректная реализация";"CVE-2024-0812";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Некорректная реализация";"CVE-2024-1671";"medium"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Некорректная реализация";"CVE-2024-1672";"medium"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Некорректная реализация";"CVE-2024-1674";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Некорректная реализация";"CVE-2024-1676";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Некорректная реализация";"CVE-2024-2174";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Некорректная реализация";"CVE-2024-3838";"medium"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Некорректная реализация";"CVE-2024-3844";"low"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Некорректная реализация";"CVE-2024-5834";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Некорректная реализация";"CVE-2024-5836";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Некорректная реализация";"CVE-2024-5839";"medium"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Некорректная реализация";"CVE-2024-5843";"medium"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Некорректная реализация";"CVE-2024-6101";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Некорректная реализация";"CVE-2024-6772";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Некорректная реализация";"CVE-2024-7017";"medium"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Некорректная реализация";"CVE-2024-7021";"low"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Некорректное применение политик";"CVE-2024-1675";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Некорректное применение политик";"CVE-2024-3847";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Неподдерживаемая версия";"";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Несанкционированный доступ";"CVE-2024-0519";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Несанкционированный доступ";"CVE-2024-1669";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Несанкционированный доступ";"CVE-2024-2173";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Несанкционированный доступ";"CVE-2024-3159";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Несанкционированный доступ";"CVE-2024-5497";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Несанкционированный доступ";"CVE-2024-6102";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Несанкционированный доступ";"CVE-2024-6779";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Переполнение буфера динамической памяти";"CVE-2024-3516";"medium"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Переполнение буфера динамической памяти";"CVE-2024-4559";"medium"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Переполнение буфера динамической памяти";"CVE-2024-5159";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Переполнение буфера динамической памяти";"CVE-2024-5160";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Переполнение буфера динамической памяти";"CVE-2024-5493";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Переполнение буфера динамической памяти";"CVE-2024-5835";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Переполнение буфера динамической памяти";"CVE-2024-5844";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Смешение типов";"CVE-2024-0518";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Смешение типов";"CVE-2024-1938";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Смешение типов";"CVE-2024-1939";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Смешение типов";"CVE-2024-2887";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Смешение типов";"CVE-2024-4058";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Смешение типов";"CVE-2024-4947";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Смешение типов";"CVE-2024-5158";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Смешение типов";"CVE-2024-5274";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Смешение типов";"CVE-2024-5830";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Смешение типов";"CVE-2024-5833";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Смешение типов";"CVE-2024-5837";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Смешение типов";"CVE-2024-5838";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Смешение типов";"CVE-2024-6100";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Состояние гонки";"CVE-2024-6778";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Уязвимость Google Chrome";"CVE-2024-0808";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Уязвимость Google Chrome";"CVE-2024-3172";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Уязвимость Google Chrome";"CVE-2024-3832";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Уязвимость Google Chrome";"CVE-2024-3833";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Уязвимость Google Chrome";"CVE-2024-3841";"medium"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Уязвимость Google Chrome";"CVE-2024-3843";"medium"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Уязвимость Google Chrome";"CVE-2024-5840";"medium"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Чтение за пределами границ";"CVE-2024-2884";"medium"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"120.0.6099.218";"Чтение за пределами границ";"CVE-2024-3839";"medium"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Использование после освобождения";"CVE-2026-11628";"medium"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Использование после освобождения";"CVE-2026-11628";"medium"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Использование после освобождения";"CVE-2026-11629";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Использование после освобождения";"CVE-2026-11629";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Использование после освобождения";"CVE-2026-11630";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Использование после освобождения";"CVE-2026-11630";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Использование после освобождения";"CVE-2026-11631";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Использование после освобождения";"CVE-2026-11631";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Использование после освобождения";"CVE-2026-11632";"medium"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Использование после освобождения";"CVE-2026-11632";"medium"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Использование после освобождения";"CVE-2026-11634";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Использование после освобождения";"CVE-2026-11634";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Использование после освобождения";"CVE-2026-11636";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Использование после освобождения";"CVE-2026-11636";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Использование после освобождения";"CVE-2026-11638";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Использование после освобождения";"CVE-2026-11638";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Использование после освобождения";"CVE-2026-11641";"medium"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Использование после освобождения";"CVE-2026-11641";"medium"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Использование после освобождения";"CVE-2026-11642";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Использование после освобождения";"CVE-2026-11642";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Использование после освобождения";"CVE-2026-11643";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Использование после освобождения";"CVE-2026-11643";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Использование после освобождения";"CVE-2026-11646";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Использование после освобождения";"CVE-2026-11646";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Использование после освобождения";"CVE-2026-11648";"medium"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Использование после освобождения";"CVE-2026-11648";"medium"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Использование после освобождения";"CVE-2026-11649";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Использование после освобождения";"CVE-2026-11649";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Использование после освобождения";"CVE-2026-11650";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Использование после освобождения";"CVE-2026-11650";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Использование после освобождения";"CVE-2026-11651";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Использование после освобождения";"CVE-2026-11651";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Использование после освобождения";"CVE-2026-11652";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Использование после освобождения";"CVE-2026-11652";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Использование после освобождения";"CVE-2026-11656";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Использование после освобождения";"CVE-2026-11656";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Использование после освобождения";"CVE-2026-11661";"medium"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Использование после освобождения";"CVE-2026-11661";"medium"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Использование после освобождения";"CVE-2026-11663";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Использование после освобождения";"CVE-2026-11663";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Использование после освобождения";"CVE-2026-11664";"medium"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Использование после освобождения";"CVE-2026-11664";"medium"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Использование после освобождения";"CVE-2026-11670";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Использование после освобождения";"CVE-2026-11670";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Использование после освобождения";"CVE-2026-11671";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Использование после освобождения";"CVE-2026-11671";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Использование после освобождения";"CVE-2026-11673";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Использование после освобождения";"CVE-2026-11673";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Использование после освобождения";"CVE-2026-11674";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Использование после освобождения";"CVE-2026-11674";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Использование после освобождения";"CVE-2026-11679";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Использование после освобождения";"CVE-2026-11679";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Использование после освобождения";"CVE-2026-11680";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Использование после освобождения";"CVE-2026-11680";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Использование после освобождения";"CVE-2026-11683";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Использование после освобождения";"CVE-2026-11683";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Использование после освобождения";"CVE-2026-11692";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Использование после освобождения";"CVE-2026-11692";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Использование после освобождения";"CVE-2026-11694";"medium"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Использование после освобождения";"CVE-2026-11694";"medium"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Использование после освобождения";"CVE-2026-11700";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Использование после освобождения";"CVE-2026-11700";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Некорректная проверка";"CVE-2026-11653";"medium"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Некорректная проверка";"CVE-2026-11653";"medium"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Некорректная проверка";"CVE-2026-11658";"medium"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Некорректная проверка";"CVE-2026-11658";"medium"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Некорректная проверка";"CVE-2026-11660";"medium"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Некорректная проверка";"CVE-2026-11660";"medium"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Некорректная проверка";"CVE-2026-11666";"medium"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Некорректная проверка";"CVE-2026-11666";"medium"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Некорректная проверка";"CVE-2026-11675";"low"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Некорректная проверка";"CVE-2026-11675";"low"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Некорректная проверка";"CVE-2026-11689";"medium"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Некорректная проверка";"CVE-2026-11689";"medium"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Некорректная проверка";"CVE-2026-11691";"low"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Некорректная проверка";"CVE-2026-11691";"low"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Некорректная проверка";"CVE-2026-11697";"medium"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Некорректная проверка";"CVE-2026-11697";"medium"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Некорректная проверка";"CVE-2026-11701";"medium"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Некорректная проверка";"CVE-2026-11701";"medium"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Некорректная реализация";"CVE-2026-11693";"medium"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Некорректная реализация";"CVE-2026-11693";"medium"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Некорректная реализация";"CVE-2026-11695";"low"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Некорректная реализация";"CVE-2026-11695";"low"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Некорректное применение политик";"CVE-2026-11684";"low"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Некорректное применение политик";"CVE-2026-11684";"low"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Несанкционированный доступ";"CVE-2026-11645";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Несанкционированный доступ";"CVE-2026-11645";"high"
"10.104.103.34";"PC-04-304-01.utmn.ru";"Google Chrome";"149.0.7827.54";"Смешение типов";"CVE-2026-11662";"high"
